block	species	chr	chr_beg	chr_end	orientation
299	CP060117	1	1392472	1398435	-
299	CP026810	1	3174301	3180262	+
299	CP026797	1	4212765	4218726	-
299	CP058589	1	408948	414910	-
299	CP045526	1	4146639	4152602	-
299	LR213452	1	3405065	3411027	+
299	CP026792	1	3745683	3751645	+
299	CP049167	1	4255586	4261549	+
299	CP049169	1	189446	195409	+
299	LR213455	1	3615712	3621674	+
299	CP024466	1	246212	252174	+
299	CP026793	1	2969107	2975069	-
299	CP049171	1	2846410	2852373	-
299	CP045932	1	3409934	3415897	+
299	CP049185	1	4271025	4276988	-
299	CP054913	1	1665670	1671632	-
299	CP049175	1	1197328	1203291	+
299	CP019689	1	3117905	3123868	-
299	CP049177	1	857823	863786	-
299	CP044155	1	3209245	3215207	-
299	CP049179	1	288209	294172	+
299	CP049285	1	947567	953530	-
299	CP049606	1	902319	908281	-
299	CP006736	1	301221	307183	+
299	CP020086	1	4022724	4028686	+
299	CP020339	1	4308386	4314348	-
299	CP026842	1	536690	542650	-
299	CP000266	1	394728	400690	-
299	CP026836	1	2379329	2385292	+
299	CP004057	1	360111	366073	-
299	CP041513	1	3181085	3187047	-
299	CP010829	1	418311	424274	-
299	CP026795	1	3041274	3047235	+
299	CP053751	1	1383558	1389521	-
299	CP041511	1	1503130	1509093	-
299	CP037996	1	1686958	1692921	-
299	CP041322	1	2086024	2091987	-
299	CP026782	1	2504262	2510224	+
299	CP049278	1	1274735	1280698	-
299	CP034060	1	3861023	3866985	+
299	CP049173	1	2518373	2524336	+
299	CP026832	1	1096240	1102201	+
299	CP000036	1	320102	326065	-
299	CP045522	1	1070803	1076766	-
299	CP049165	1	2285259	2291222	+
299	CP044151	1	4151359	4157322	-
299	CP014099	2	2428210	2434173	+
299	CP035008	1	3382908	3388871	+
299	CP046286	1	3570092	3576055	-
299	CP026799	1	3267502	3273463	+
299	CP042980	1	335184	341146	-
299	CP020336	1	477402	483364	-
299	AE005674	2	360629	366591	-
299	CP026839	1	3445990	3451947	+
299	CP024473	1	2314967	2320929	-
299	CP022672	1	1150498	1156461	-
299	CP026811	1	1606997	1612960	-
299	CP026824	1	1117787	1123744	-
299	CP037923	1	2819407	2825369	+
299	CP026784	1	3932565	3938527	-
299	CP026802	1	2579268	2585230	+
299	CP033510	1	3309132	3315094	-
299	CP012735	1	4614382	4620344	+
299	CP041620	1	1612992	1618928	+
299	CP021144	1	4409069	4415032	-
299	CP032523	1	2623676	2629639	-
299	CP026840	1	3111083	3117046	+
299	CP034067	1	623343	629306	+
299	HE616528	1	425227	431190	-
299	CP032513	1	364247	370210	-
299	CP026831	1	3388308	3394270	+
299	CP026827	1	2557332	2563295	-
299	CP045524	1	2261400	2267363	+
299	CP012137	1	359676	365638	-
299	CP026877	1	4564351	4570313	-
299	CP026828	1	4377906	4383869	+
299	CP045784	1	821056	827019	-
299	CP022457	1	2445721	2451684	-
299	CP026766	1	3560013	3565976	-
299	CP026825	1	1987342	1993299	+
299	CP034935	1	1665009	1670972	+
299	CP045941	1	3705756	3711718	+
299	CP026834	1	3835590	3841553	-
299	LR213458	1	1421392	1427355	-
299	CP011511	1	334483	340446	-
299	CP026845	1	1726145	1732105	+
299	LM651928	1	359680	365642	-
299	CP007037	1	351919	357881	-
299	CP026762	1	149	6112	-
299	CP023645	1	3402827	3408790	+
299	CP000038	1	416225	422188	-
299	CP022459	1	2420317	2426279	+
299	CP026776	1	1948152	1954114	+
299	CP000034	1	306816	312778	+
299	CP049281	1	890372	896335	-
299	CP022455	1	4242879	4248842	-
299	AE014073	1	359764	365726	-
299	CP044158	1	616396	622358	-
299	CP026846	1	1381686	1387649	-
299	CP004056	1	341495	347457	-
299	CP026098	1	3883556	3889519	-
299	CP001383	1	378494	384456	-
299	CP026765	1	679230	685192	-
299	CP037997	1	1756083	1762046	-
299	CP026805	1	3957292	3963255	-
299	CP049163	1	1499742	1505705	+
299	CP014768	1	1176659	1182622	-
299	CP012140	1	380146	386108	-
299	CP026814	1	2824976	2830939	-
299	CP026878	1	2282584	2288545	-
299	CP026768	1	2063191	2069153	+
299	CP020753	1	357209	363171	-
299	CP020342	1	4629203	4635165	+
299	CP026788	1	1975000	1980962	+
299	CP001063	1	325305	331268	-
299	CP026731	1	4167791	4173753	+
299	CP026786	1	1337191	1343153	-
299	CP026803	1	2978175	2984138	+
299	CP027027	1	2028538	2034501	+
299	CP026780	1	152133	158094	+
299	CP026774	1	1563086	1569048	-
299	CP026777	1	2498339	2504300	+
298	CP055292	1	787930	795922	+
298	CP034931	1	589996	597863	-
298	CP044152	1	1497851	1505718	+
298	CP060117	1	1398523	1406390	-
298	CP026810	1	3166346	3174213	+
298	CP026797	1	4218814	4226681	-
298	CP058589	1	414998	422865	-
298	CP045526	1	4152690	4160557	-
298	LR213452	1	3397110	3404977	+
298	CP026792	1	3737728	3745595	+
298	CP049167	1	4247631	4255498	+
298	CP049169	1	181491	189358	+
298	LR213455	1	3607757	3615624	+
298	CP024466	1	235956	243823	+
298	CP026793	1	2975157	2983024	-
298	CP049171	1	2852461	2860328	-
298	CP045932	1	3401979	3409846	+
298	CP049185	1	4277076	4284943	-
298	CP054913	1	1671720	1679587	-
298	CP049175	1	1189373	1197240	+
298	CP019689	1	3123956	3131823	-
298	CP049177	1	863874	871741	-
298	CP044155	1	3215295	3223162	-
298	CP049179	1	280254	288121	+
298	CP049285	1	953618	961485	-
298	CP049606	1	908369	916236	-
298	CP006736	1	291647	299513	+
298	CP020086	1	4014769	4022636	+
298	CP020339	1	4314436	4322303	-
298	CP026842	1	542738	550603	-
298	CP000266	1	400778	408645	-
298	CP026836	1	2371374	2379237	+
298	CP004057	1	366161	374028	-
298	CP041513	1	3187135	3195002	-
298	CP010829	1	424362	432229	-
298	CP026795	1	3033319	3041186	+
298	CP053751	1	1389609	1397476	-
298	CP041511	1	1509181	1517048	-
298	CP037996	1	1693009	1700876	-
298	CP041322	1	2092079	2099941	-
298	CP026782	1	2494006	2501873	+
298	CP049278	1	1280790	1288653	-
298	CP034060	1	3853068	3860935	+
298	CP049173	1	2510418	2518285	+
298	CP026832	1	1088297	1096152	+
298	CP000036	1	326153	334020	-
298	CP045522	1	1076854	1084721	-
298	CP049165	1	2277304	2285171	+
298	CP044151	1	4157410	4165277	-
298	CP014099	2	2420255	2428122	+
298	CP035008	1	3374953	3382820	+
298	CP046286	1	3576143	3584010	-
298	CP026799	1	3259547	3267414	+
298	CP042980	1	341234	349101	-
298	CP020336	1	483452	491319	-
298	AE005674	2	366679	374547	-
298	CP026839	1	3438052	3445902	+
298	CP024473	1	2321017	2328884	-
298	CP022672	1	1156549	1164416	-
298	CP026811	1	1613048	1620915	-
298	CP026824	1	1123836	1131694	-
298	CP037923	1	2811452	2819319	+
298	CP026784	1	3940899	3948766	-
298	CP026802	1	2571313	2579180	+
298	CP033510	1	3315182	3323049	-
298	CP012735	1	4606427	4614294	+
298	CP041620	1	1605010	1612877	+
298	CP021144	1	4415120	4422987	-
298	CP032523	1	2629727	2637594	-
298	CP026840	1	3103128	3110995	+
298	CP034067	1	615388	623251	+
298	HE616528	1	431278	439145	-
298	CP032513	1	370298	378165	-
298	CP026831	1	3377109	3384976	+
298	CP026827	1	2563383	2571250	-
298	CP045524	1	2253445	2261312	+
298	CP012137	1	365726	373593	-
298	CP026877	1	4570405	4578266	-
298	CP026828	1	4369951	4377818	+
298	CP045784	1	827107	834962	-
298	CP022457	1	2451772	2459639	-
298	CP026766	1	3566064	3573931	-
298	CP026825	1	1979401	1987254	+
298	CP034935	1	1657067	1664921	+
298	CP045941	1	3697801	3705668	+
298	CP026834	1	3841641	3849495	-
298	LR213458	1	1427443	1435310	-
298	CP011511	1	340534	348401	-
298	CP026845	1	1718195	1726053	+
298	LM651928	1	365730	373597	-
298	CP007037	1	357969	365836	-
298	CP026762	1	6200	14067	-
298	CP023645	1	3394872	3402739	+
298	CP000038	1	422276	430143	-
298	CP022459	1	2412364	2420229	+
298	CP026776	1	1940197	1948064	+
298	CP000034	1	296560	304427	+
298	CP049281	1	896423	904290	-
298	CP022455	1	4248930	4256797	-
298	AE014073	1	365814	373681	-
298	CP044158	1	622446	630313	-
298	CP026846	1	1387741	1395604	-
298	CP004056	1	347545	355412	-
298	CP026098	1	3889607	3897474	-
298	CP001383	1	384544	392411	-
298	CP026765	1	685280	693147	-
298	CP037997	1	1762134	1770001	-
298	CP026805	1	3963343	3971197	-
298	CP049163	1	1491787	1499654	+
298	CP014768	1	1182710	1190702	-
298	CP012140	1	386196	394063	-
298	CP026814	1	2831027	2838894	-
298	CP026878	1	2290933	2298800	-
298	CP026768	1	2055236	2063103	+
298	CP020753	1	363259	371126	-
298	CP020342	1	4621248	4629115	+
298	CP026788	1	1967045	1974912	+
298	CP001063	1	331356	339223	-
298	CP026731	1	4159836	4167703	+
298	CP026786	1	1345541	1353408	-
298	CP026803	1	2970220	2978087	+
298	CP027027	1	2020583	2028446	+
298	CP026780	1	141877	149744	+
298	CP026774	1	1571437	1579304	-
298	CP026777	1	2488085	2495952	+
297	CP055292	1	786415	787601	+
297	CP060117	1	1406719	1407905	-
297	CP026810	1	3160015	3161185	+
297	CP026797	1	4227010	4228180	-
297	CP045526	1	4160886	4162072	-
297	CP049167	1	4246116	4247302	+
297	CP049169	1	179976	181162	+
297	CP024466	1	234441	235627	+
297	CP049171	1	2860657	2861843	-
297	CP045932	1	3400464	3401650	+
297	CP049185	1	4285272	4286458	-
297	CP049175	1	1187858	1189044	+
297	CP019689	1	3132152	3133338	-
297	CP049177	1	872070	873256	-
297	CP049179	1	278739	279925	+
297	CP049285	1	961814	962984	-
297	CP049606	1	921398	922568	-
297	CP006736	1	290132	291318	+
297	CP026842	1	550932	552102	-
297	CP000266	1	413030	414200	-
297	CP026836	1	2369875	2371045	+
297	CP041513	1	3195331	3196501	-
297	CP010829	1	432558	433744	-
297	CP026795	1	3031820	3032990	+
297	CP053751	1	1397805	1398991	-
297	CP041511	1	1517377	1518563	-
297	CP041322	1	2100270	2101456	-
297	CP026782	1	2492491	2493677	+
297	CP049278	1	1288982	1290152	-
297	CP049173	1	2508903	2510089	+
297	CP026832	1	1086798	1087968	+
297	CP000036	1	334349	335519	-
297	CP045522	1	1089107	1090277	-
297	CP049165	1	2275789	2276975	+
297	CP044151	1	4165606	4166792	-
297	CP014099	2	2418740	2419926	+
297	CP035008	1	3373438	3374624	+
297	CP046286	1	3584339	3585525	-
297	CP026799	1	3253992	3255162	+
297	CP026839	1	3436553	3437723	+
297	CP022672	1	1164745	1165931	-
297	CP026811	1	1621244	1622414	-
297	CP026824	1	1132023	1133193	-
297	CP037923	1	2805897	2807067	+
297	CP026784	1	3949095	3950281	-
297	CP026802	1	2569798	2570984	+
297	CP041620	1	1599485	1600655	+
297	CP021144	1	4423316	4424502	-
297	CP032523	1	2637923	2639109	-
297	CP026840	1	3101629	3102799	+
297	CP034067	1	613873	615059	+
297	HE616528	1	439474	440660	-
297	CP032513	1	383328	384498	-
297	CP026831	1	3375610	3376780	+
297	CP026827	1	2571579	2572765	-
297	CP045524	1	2251930	2253116	+
297	CP026877	1	4578595	4579765	-
297	CP026828	1	4368452	4369622	+
297	CP045784	1	835291	836461	-
297	CP022457	1	2459968	2461154	-
297	CP026766	1	3574260	3575430	-
297	CP026825	1	1977902	1979072	+
297	CP034935	1	1655568	1656738	+
297	CP026834	1	3849824	3850994	-
297	LR213458	1	1435639	1436825	-
297	CP011511	1	348730	349900	-
297	CP026845	1	1716699	1717866	+
297	CP026762	1	14396	15566	-
297	CP023645	1	3393357	3394543	+
297	CP000038	1	430472	431658	-
297	CP022459	1	2410849	2412035	+
297	CP000034	1	295045	296231	+
297	CP049281	1	904619	905789	-
297	CP022455	1	4257126	4258312	-
297	CP026846	1	1395933	1397102	-
297	CP026098	1	3901860	3903030	-
297	CP037997	1	1770330	1771516	-
297	CP026805	1	3971526	3972696	-
297	CP049163	1	1490272	1491458	+
297	CP014768	1	1191031	1192217	-
297	CP026814	1	2839223	2840393	-
297	CP026878	1	2299129	2300315	-
297	CP001063	1	339552	340722	-
297	CP026731	1	4158337	4159507	+
297	CP026786	1	1353737	1354923	-
297	CP027027	1	2019084	2020254	+
297	CP026780	1	140362	141548	+
297	CP026774	1	1579633	1580819	-
297	CP026777	1	2486570	2487756	+
296	CP055292	1	782058	783831	+
296	CP034931	1	603970	605742	-
296	CP044152	1	1489972	1491745	+
296	CP060117	1	1412043	1413815	-
296	CP026810	1	3154141	3155914	+
296	CP026797	1	4228508	4230279	-
296	CP058589	1	428971	430743	-
296	CP045526	1	4166209	4167981	-
296	LR213452	1	3389230	3391003	+
296	CP026792	1	3729847	3731620	+
296	CP049167	1	4240205	4241978	+
296	CP049169	1	174065	175838	+
296	LR213455	1	3599878	3601651	+
296	CP026793	1	2989130	2990902	-
296	CP049171	1	2865981	2867753	-
296	CP045932	1	3394553	3396326	+
296	CP049185	1	4290596	4292368	-
296	CP054913	1	1685693	1687465	-
296	CP049175	1	1181947	1183720	+
296	CP019689	1	3137476	3139248	-
296	CP049177	1	877394	879166	-
296	CP044155	1	3229268	3231040	-
296	CP049179	1	272828	274601	+
296	CP049285	1	963312	965084	-
296	CP049606	1	926671	928443	-
296	CP020086	1	4006890	4008663	+
296	CP020339	1	4328409	4330181	-
296	CP026842	1	552430	554202	-
296	CP000266	1	418304	420076	-
296	CP026836	1	2367774	2369547	+
296	CP004057	1	380133	381905	-
296	CP041513	1	3196829	3198601	-
296	CP010829	1	437882	439654	-
296	CP026795	1	3029719	3031492	+
296	CP053751	1	1403129	1404901	-
296	CP041511	1	1522701	1524473	-
296	CP037996	1	1706983	1708755	-
296	CP041322	1	2105591	2107362	-
296	CP049278	1	1290480	1292252	-
296	CP034060	1	3845188	3846961	+
296	CP049173	1	2502992	2504765	+
296	CP026832	1	1084698	1086470	+
296	CP000036	1	335847	337619	-
296	CP045522	1	1094376	1096164	-
296	CP049165	1	2269878	2271651	+
296	CP044151	1	4170930	4172702	-
296	CP014099	2	2412829	2414602	+
296	CP035008	1	3367529	3369302	+
296	CP046286	1	3589663	3591435	-
296	CP026799	1	3248115	3249888	+
296	CP042980	1	355207	356979	-
296	CP020336	1	497425	499197	-
296	AE005674	2	380653	382425	-
296	CP026839	1	3434458	3436225	+
296	CP024473	1	2334991	2336763	-
296	CP022672	1	1170069	1171841	-
296	CP026811	1	1622742	1624514	-
296	CP026824	1	1133521	1135292	-
296	CP037923	1	2800020	2801793	+
296	CP026802	1	2563887	2565660	+
296	CP033510	1	3329155	3330927	-
296	CP012735	1	4598548	4600321	+
296	CP041620	1	1597384	1599157	+
296	CP021144	1	4428639	4430411	-
296	CP032523	1	2643247	2645019	-
296	CP026840	1	3099529	3101301	+
296	CP034067	1	607962	609735	+
296	HE616528	1	444798	446570	-
296	CP026831	1	3373509	3375266	+
296	CP026827	1	2576936	2578708	-
296	CP045524	1	2246019	2247792	+
296	CP012137	1	379699	381471	-
296	CP026877	1	4580093	4581865	-
296	CP026828	1	4366351	4368124	+
296	CP045784	1	836789	838561	-
296	CP022457	1	2465292	2467064	-
296	CP026766	1	3575758	3577530	-
296	CP026825	1	1975802	1977574	+
296	CP034935	1	1653467	1655240	+
296	CP045941	1	3689922	3691695	+
296	CP026834	1	3851322	3853094	-
296	LR213458	1	1440963	1442735	-
296	CP011511	1	350228	352000	-
296	CP026845	1	1714602	1716372	+
296	LM651928	1	379703	381475	-
296	CP007037	1	371942	373714	-
296	CP026762	1	15894	17666	-
296	CP023645	1	3387446	3389219	+
296	CP000038	1	435796	437568	-
296	CP022459	1	2404938	2406711	+
296	CP026776	1	1932317	1934090	+
296	CP049281	1	906117	907889	-
296	CP022455	1	4262450	4264222	-
296	AE014073	1	379786	381558	-
296	CP044158	1	636419	638191	-
296	CP026846	1	1397430	1399202	-
296	CP004056	1	361511	363283	-
296	CP026098	1	3907131	3908919	-
296	CP001383	1	398517	400289	-
296	CP026765	1	699254	701026	-
296	CP037997	1	1775651	1777423	-
296	CP026805	1	3973024	3974796	-
296	CP049163	1	1484361	1486134	+
296	CP014768	1	1194810	1196582	-
296	CP012140	1	400169	401941	-
296	CP026814	1	2840721	2842493	-
296	CP026768	1	2047355	2049128	+
296	CP020753	1	377234	379006	-
296	CP020342	1	4613369	4615142	+
296	CP026788	1	1959166	1960939	+
296	CP001063	1	341050	342822	-
296	CP026731	1	4156236	4158009	+
296	CP026803	1	2960011	2961742	+
296	CP027027	1	2016983	2018756	+
296	CP026774	1	1586992	1588764	-
295	CP055292	1	780562	782057	+
295	CP034931	1	605744	607239	-
295	CP044152	1	1488476	1489971	+
295	CP060117	1	1413817	1415312	-
295	CP026810	1	3152645	3154140	+
295	CP026797	1	4230281	4231776	-
295	CP058589	1	430745	432240	-
295	CP045526	1	4167983	4169478	-
295	LR213452	1	3387734	3389229	+
295	CP026792	1	3728351	3729846	+
295	CP049167	1	4238709	4240204	+
295	CP049169	1	172569	174064	+
295	LR213455	1	3598382	3599877	+
295	CP026793	1	2990904	2992399	-
295	CP049171	1	2867755	2869250	-
295	CP045932	1	3393057	3394552	+
295	CP049185	1	4292370	4293865	-
295	CP054913	1	1687467	1688962	-
295	CP049175	1	1180451	1181946	+
295	CP019689	1	3139250	3140745	-
295	CP049177	1	879168	880663	-
295	CP044155	1	3231042	3232537	-
295	CP049179	1	271332	272827	+
295	CP049285	1	965086	966581	-
295	CP049606	1	928445	929940	-
295	CP020086	1	4005394	4006889	+
295	CP020339	1	4330183	4331678	-
295	CP026842	1	554204	555699	-
295	CP000266	1	420078	421573	-
295	CP026836	1	2366278	2367773	+
295	CP004057	1	381907	383402	-
295	CP041513	1	3198603	3200098	-
295	CP010829	1	439656	441151	-
295	CP026795	1	3028223	3029718	+
295	CP053751	1	1404903	1406398	-
295	CP041511	1	1524475	1525970	-
295	CP037996	1	1708757	1710252	-
295	CP041322	1	2107364	2108859	-
295	CP049278	1	1292254	1293749	-
295	CP034060	1	3843692	3845187	+
295	CP049173	1	2501496	2502991	+
295	CP026832	1	1083202	1084697	+
295	CP000036	1	337621	339116	-
295	CP045522	1	1099332	1100806	+
295	CP049165	1	2268382	2269877	+
295	CP044151	1	4172704	4174199	-
295	CP014099	2	2411333	2412828	+
295	CP035008	1	3366033	3367528	+
295	CP046286	1	3591437	3592932	-
295	CP026799	1	3246619	3248114	+
295	CP042980	1	356981	358476	-
295	CP020336	1	499199	500694	-
295	AE005674	2	382427	383922	-
295	CP026839	1	3433147	3434457	+
295	CP024473	1	2336765	2338260	-
295	CP022672	1	1171843	1173338	-
295	CP026811	1	1624516	1626011	-
295	CP026824	1	1135294	1136789	-
295	CP037923	1	2798524	2800019	+
295	CP026802	1	2562391	2563886	+
295	CP033510	1	3330929	3332424	-
295	CP012735	1	4597052	4598547	+
295	CP041620	1	1595888	1597383	+
295	CP021144	1	4430413	4431908	-
295	CP032523	1	2645021	2646516	-
295	CP026840	1	3098033	3099528	+
295	CP034067	1	606466	607961	+
295	HE616528	1	446572	448067	-
295	CP032513	1	391022	392496	+
295	CP026831	1	3372013	3373508	+
295	CP026827	1	2578710	2580205	-
295	CP045524	1	2244523	2246018	+
295	CP012137	1	381473	382968	-
295	CP026877	1	4581867	4583362	-
295	CP026828	1	4364855	4366350	+
295	CP045784	1	838563	840058	-
295	CP022457	1	2467066	2468561	-
295	CP026766	1	3577532	3579027	-
295	CP026825	1	1974306	1975801	+
295	CP034935	1	1651971	1653466	+
295	CP045941	1	3688426	3689921	+
295	CP026834	1	3853096	3854591	-
295	LR213458	1	1442737	1444232	-
295	CP011511	1	352002	353497	-
295	CP026845	1	1713108	1714601	+
295	LM651928	1	381477	382972	-
295	CP007037	1	373716	375211	-
295	CP026762	1	17668	19163	-
295	CP023645	1	3385950	3387445	+
295	CP000038	1	437570	439065	-
295	CP022459	1	2403442	2404937	+
295	CP026776	1	1930821	1932316	+
295	CP049281	1	907891	909386	-
295	CP022455	1	4264224	4265719	-
295	AE014073	1	381560	383055	-
295	CP044158	1	638193	639688	-
295	CP026846	1	1399204	1400699	-
295	CP004056	1	363285	364780	-
295	CP026098	1	3911688	3913162	-
295	CP001383	1	400291	401786	-
295	CP026765	1	701028	702523	-
295	CP037997	1	1777425	1778920	-
295	CP026805	1	3974798	3976293	-
295	CP049163	1	1482865	1484360	+
295	CP014768	1	1196584	1198079	-
295	CP012140	1	401943	403438	-
295	CP026814	1	2842495	2843990	-
295	CP026768	1	2045859	2047354	+
295	CP020753	1	379008	380503	-
295	CP020342	1	4611873	4613368	+
295	CP026788	1	1957670	1959165	+
295	CP001063	1	342824	344319	-
295	CP026731	1	4154740	4156235	+
295	CP026803	1	2958515	2960010	+
295	CP027027	1	2015481	2016982	+
295	CP026774	1	1588766	1590259	-
294	CP055292	1	772096	778851	+
294	CP034931	1	610397	617152	-
294	CP044152	1	1478563	1485318	+
294	CP060117	1	1417026	1423780	-
294	CP026810	1	3141359	3148814	+
294	CP026797	1	4233487	4240241	-
294	CP058589	1	435397	442152	-
294	CP045526	1	4171190	4177944	-
294	LR213452	1	3377820	3384576	+
294	CP026792	1	3718437	3725193	+
294	CP049167	1	4230242	4236997	+
294	CP049169	1	164102	170857	+
294	LR213455	1	3588488	3595244	+
294	CP024466	1	226907	233651	+
294	CP026793	1	2995537	3002292	-
294	CP049171	1	2870962	2877716	-
294	CP045932	1	3384590	3391345	+
294	CP049185	1	4295577	4302331	-
294	CP054913	1	1692120	1698875	-
294	CP049175	1	1171984	1178739	+
294	CP019689	1	3142457	3149211	-
294	CP049177	1	882375	889129	-
294	CP044155	1	3235695	3242450	-
294	CP049179	1	262865	269620	+
294	CP049285	1	968293	975046	-
294	CP049606	1	933771	941229	-
294	CP006736	1	282227	288971	+
294	CP020086	1	3995480	4002236	+
294	CP020339	1	4334836	4341591	-
294	CP026842	1	557410	564162	-
294	CP000266	1	424731	431486	-
294	CP026836	1	2357811	2364566	+
294	CP004057	1	386538	393294	-
294	CP041513	1	3201810	3208564	-
294	CP010829	1	442863	449617	-
294	CP026795	1	3019757	3026511	+
294	CP053751	1	1408110	1414864	-
294	CP041511	1	1527682	1534436	-
294	CP037996	1	1713407	1720160	-
294	CP041322	1	2110571	2117325	-
294	CP026782	1	2484957	2491701	+
294	CP049278	1	1295460	1302214	-
294	CP034060	1	3833776	3840534	+
294	CP049173	1	2493029	2499784	+
294	CP026832	1	1074736	1081490	+
294	CP000036	1	340828	347583	-
294	CP045522	1	1105024	1111779	-
294	CP049165	1	2259915	2266670	+
294	CP044151	1	4175912	4182666	-
294	CP014099	2	2402866	2409621	+
294	CP035008	1	3357566	3364321	+
294	CP046286	1	3594644	3601398	-
294	CP026799	1	3236040	3242796	+
294	CP042980	1	361634	368389	-
294	CP020336	1	504537	511292	-
294	AE005674	2	387080	393835	-
294	CP026839	1	3422859	3429614	+
294	CP024473	1	2341418	2348173	-
294	CP022672	1	1175050	1181804	-
294	CP026811	1	1627723	1634476	-
294	CP026824	1	1138447	1145200	-
294	CP037923	1	2787945	2794701	+
294	CP026784	1	3951070	3957814	-
294	CP026802	1	2553924	2560679	+
294	CP033510	1	3335582	3342337	-
294	CP012735	1	4587138	4593894	+
294	CP041620	1	1587422	1594177	+
294	CP021144	1	4433620	4440374	-
294	CP032523	1	2648228	2654982	-
294	CP026840	1	3089566	3096321	+
294	CP034067	1	597999	604754	+
294	HE616528	1	449780	456534	-
294	CP032513	1	395449	402204	-
294	CP026831	1	3363546	3370302	+
294	CP026827	1	2581916	2588670	-
294	CP045524	1	2236056	2242811	+
294	CP012137	1	386126	392881	-
294	CP026877	1	4585074	4591828	-
294	CP026828	1	4355611	4362312	+
294	CP045784	1	841770	848524	-
294	CP022457	1	2470273	2477027	-
294	CP026766	1	3580739	3587493	-
294	CP026825	1	1965842	1972595	+
294	CP034935	1	1643504	1650259	+
294	CP045941	1	3678532	3685288	+
294	CP026834	1	3856303	3863057	-
294	LR213458	1	1445944	1452698	-
294	CP011511	1	355209	361962	-
294	CP026845	1	1704642	1711396	+
294	LM651928	1	386130	392885	-
294	CP007037	1	378349	385104	-
294	CP026762	1	20875	27629	-
294	CP023645	1	3377483	3384238	+
294	CP000038	1	440778	447532	-
294	CP022459	1	2394976	2401730	+
294	CP026776	1	1920907	1927663	+
294	CP000034	1	287511	294255	+
294	CP049281	1	911098	917852	-
294	CP022455	1	4267431	4274185	-
294	AE014073	1	386881	393636	-
294	CP044158	1	642846	649601	-
294	CP026846	1	1402411	1409164	-
294	CP004056	1	367918	374673	-
294	CP026098	1	3799454	3806210	+
294	CP001383	1	404944	411699	-
294	CP026765	1	705681	712436	-
294	CP037997	1	1780632	1787386	-
294	CP026805	1	3978005	3984759	-
294	CP049163	1	1474398	1481153	+
294	CP014768	1	1199792	1206562	-
294	CP012140	1	406596	413351	-
294	CP026814	1	2845702	2852456	-
294	CP026878	1	2301104	2307847	-
294	CP026768	1	2035945	2042701	+
294	CP020753	1	383661	390416	-
294	CP020342	1	4601959	4608715	+
294	CP026788	1	1947756	1954512	+
294	CP001063	1	346031	352785	-
294	CP026731	1	4146274	4153028	+
294	CP026786	1	1355711	1362455	-
294	CP026803	1	2947916	2954672	+
294	CP027027	1	2007069	2013823	+
294	CP026780	1	132828	139572	+
294	CP026774	1	1594061	1600805	-
294	CP026777	1	2479036	2485780	+
293	CP055292	1	766781	772095	+
293	CP034931	1	617154	622468	-
293	CP044152	1	1473248	1478562	+
293	CP060117	1	1423782	1429084	-
293	CP026810	1	3136045	3141358	+
293	CP026797	1	4240243	4245556	-
293	CP058589	1	442154	447468	-
293	CP045526	1	4177946	4183250	-
293	LR213452	1	3372505	3377819	+
293	CP026792	1	3713122	3718436	+
293	CP049167	1	4224937	4230241	+
293	CP049169	1	158797	164101	+
293	LR213455	1	3583173	3588487	+
293	CP024466	1	221592	226906	+
293	CP026793	1	3002294	3007608	-
293	CP049171	1	2877718	2883022	-
293	CP045932	1	3379285	3384589	+
293	CP049185	1	4302333	4307637	-
293	CP054913	1	1698877	1704191	-
293	CP049175	1	1166679	1171983	+
293	CP019689	1	3149213	3154517	-
293	CP049177	1	889131	894435	-
293	CP044155	1	3242452	3247766	-
293	CP049179	1	257560	262864	+
293	CP049285	1	975048	980362	-
293	CP049606	1	941231	946545	-
293	CP006736	1	277077	282226	+
293	CP020086	1	3990165	3995479	+
293	CP020339	1	4341593	4346907	-
293	CP026842	1	564164	569476	-
293	CP000266	1	431488	436802	-
293	CP026836	1	2352497	2357810	+
293	CP004057	1	393296	398610	-
293	CP041513	1	3208566	3213880	-
293	CP010829	1	449619	454923	-
293	CP026795	1	3014442	3019756	+
293	CP053751	1	1414866	1420170	-
293	CP041511	1	1534438	1539740	-
293	CP037996	1	1720162	1725476	-
293	CP041322	1	2117327	2122631	-
293	CP026782	1	2479642	2484956	+
293	CP049278	1	1302216	1307530	-
293	CP034060	1	3828463	3833774	+
293	CP049173	1	2487724	2493028	+
293	CP026832	1	1069422	1074735	+
293	CP000036	1	347585	352899	-
293	CP045522	1	1111781	1117095	-
293	CP049165	1	2254610	2259914	+
293	CP044151	1	4182668	4187970	-
293	CP014099	2	2397561	2402865	+
293	CP035008	1	3352261	3357565	+
293	CP046286	1	3601400	3606704	-
293	CP026799	1	3230725	3236039	+
293	CP042980	1	368391	373705	-
293	CP020336	1	511294	516608	-
293	AE005674	2	393837	399151	-
293	CP026839	1	3417545	3422858	+
293	CP024473	1	2348175	2353489	-
293	CP022672	1	1181806	1187110	-
293	CP026811	1	1634478	1639792	-
293	CP026824	1	1145202	1150513	-
293	CP037923	1	2782630	2787944	+
293	CP026784	1	3957816	3963129	-
293	CP026802	1	2548620	2553923	+
293	CP033510	1	3342339	3347653	-
293	CP012735	1	4581823	4587137	+
293	CP041620	1	1582107	1587421	+
