Seq_id	Size	Description
Block #37
Seq_id	Strand	Start	End	Length
50	+	1	12916	12915
59	+	24463	37380	12917
60	-	53719	40804	12915
73	-	86538	73621	12917
234	+	6488	19405	12917
--------------------------------------------------------------------------------
Block #38
Seq_id	Strand	Start	End	Length
50	+	13679	35729	22050
59	+	38143	60183	22040
60	-	40040	18019	22021
73	-	72857	50808	22049
234	+	20168	42208	22040
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
50	+	37857	39181	1324
59	+	60940	62264	1324
60	-	17263	15940	1323
73	-	48676	47361	1315
230	+	3861433	3862748	1315
234	+	44336	45651	1315
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
50	+	39225	40379	1154
59	+	62308	63462	1154
60	-	15896	14741	1155
73	-	47317	46162	1155
234	+	45696	46866	1170
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
50	+	40381	46747	6366
59	+	63464	69831	6367
60	-	14740	8356	6384
73	-	46161	39795	6366
234	+	48220	54530	6310
--------------------------------------------------------------------------------
Block #42
Seq_id	Strand	Start	End	Length
50	+	47697	48837	1140
59	+	70781	71921	1140
60	-	7406	6266	1140
73	-	29378	28238	1140
234	+	79883	81023	1140
--------------------------------------------------------------------------------
Block #43
Seq_id	Strand	Start	End	Length
50	+	48841	50288	1447
60	-	6262	4815	1447
73	-	28234	26787	1447
234	+	81027	82474	1447
--------------------------------------------------------------------------------
Block #44
Seq_id	Strand	Start	End	Length
50	+	53128	55089	1961
59	+	2862	4824	1962
60	-	1954	1	1953
64	+	32422	34384	1962
73	-	23921	21960	1961
78	+	66379	68341	1962
79	+	24113	26073	1960
82	+	31710	33174	1464
83	-	28137	26178	1959
85	+	99896	101857	1961
92	+	579	2539	1960
101	+	33379	35339	1960
111	-	60834	58873	1961
196	+	39234	40697	1463
232	+	31181	33143	1962
234	+	85351	87313	1962
255	+	65070	67032	1962
332	-	29072	27110	1962
--------------------------------------------------------------------------------
Block #45
Seq_id	Strand	Start	End	Length
51	+	32844	34057	1213
56	+	42036	43249	1213
58	-	68444	67231	1213
65	+	55216	56429	1213
68	-	54761	53548	1213
76	-	7285	6072	1213
80	+	20925	22138	1213
88	-	34695	33483	1212
89	+	43057	44269	1212
90	+	36708	37921	1213
94	-	26974	25761	1213
222	+	25467	26679	1212
277	+	65611	66824	1213
328	-	4578365	4577152	1213
328	+	4680382	4681581	1199
340	-	29964	28751	1213
--------------------------------------------------------------------------------
Block #46
Seq_id	Strand	Start	End	Length
51	+	34058	35143	1085
56	+	43250	44335	1085
58	-	67229	66144	1085
65	+	56430	57515	1085
68	-	53546	52461	1085
76	-	6070	4985	1085
80	+	22139	23224	1085
88	-	33481	32396	1085
89	+	44270	45355	1085
90	+	37922	39007	1085
94	-	25759	24674	1085
222	+	26680	27765	1085
277	+	66825	67910	1085
328	+	1	1097	1096
328	-	4577150	4576065	1085
340	-	28749	27664	1085
--------------------------------------------------------------------------------
Block #47
Seq_id	Strand	Start	End	Length
51	+	38187	39460	1273
90	-	49866	48593	1273
--------------------------------------------------------------------------------
Block #98
Seq_id	Strand	Start	End	Length
64	+	58521	61789	3268
78	+	8385	11653	3268
79	+	52378	55646	3268
82	+	61276	64544	3268
83	-	85317	82050	3267
85	+	41028	44296	3268
92	+	33736	37004	3268
101	+	61644	64912	3268
111	-	15034	11765	3269
111	-	118326	115063	3263
196	+	66754	70022	3268
232	+	61716	64984	3268
255	+	7313	10581	3268
332	-	92582	89315	3267
--------------------------------------------------------------------------------
Block #99
Seq_id	Strand	Start	End	Length
64	+	62741	67965	5224
78	+	13202	18131	4929
79	+	56598	61822	5224
82	+	66093	71021	4928
83	-	81098	75873	5225
85	+	44841	50065	5224
92	+	37504	42728	5224
101	+	65864	71088	5224
111	-	11265	6045	5220
111	-	114563	109338	5225
196	+	70567	75791	5224
232	+	66533	71462	4929
255	+	11533	16757	5224
332	-	88363	83139	5224
--------------------------------------------------------------------------------
Block #100
Seq_id	Strand	Start	End	Length
64	+	67967	72191	4224
78	+	18133	22370	4237
79	+	61824	66048	4224
82	+	71023	75260	4237
83	-	75872	71648	4224
85	+	50067	54291	4224
92	+	42730	46953	4223
101	+	71090	75314	4224
111	-	6044	1988	4056
111	-	109337	105113	4224
196	+	75793	80017	4224
232	+	71464	75701	4237
255	+	16759	20983	4224
332	-	81859	77646	4213
--------------------------------------------------------------------------------
Block #101
Seq_id	Strand	Start	End	Length
64	+	72211	74182	1971
78	+	22390	24361	1971
79	+	66068	68039	1971
82	+	75280	77251	1971
83	-	71628	69661	1967
85	+	54311	56282	1971
92	+	46973	48944	1971
101	+	75334	77305	1971
111	-	1968	3	1965
111	-	105093	103122	1971
196	+	80037	82008	1971
232	+	75721	77692	1971
255	+	21003	22974	1971
332	-	76290	74319	1971
--------------------------------------------------------------------------------
Block #102
Seq_id	Strand	Start	End	Length
66	+	2556	3835	1279
69	+	81649	82928	1279
71	+	79088	80367	1279
72	-	23347	22068	1279
74	-	26976	25697	1279
77	-	71713	70434	1279
81	-	40123	38844	1279
86	-	26976	25697	1279
296	+	77830	79109	1279
--------------------------------------------------------------------------------
Block #103
Seq_id	Strand	Start	End	Length
66	+	15309	18593	3284
69	-	23055	19771	3284
71	-	19070	15786	3284
72	+	5412	8696	3284
74	+	6824	10108	3284
75	-	80850	77566	3284
77	+	51561	54845	3284
81	+	20352	23636	3284
86	+	6824	10108	3284
87	-	11451	8151	3300
90	+	52984	56268	3284
135	-	28149	24859	3290
168	-	4889711	4886428	3283
296	-	15148	11864	3284
321	-	137832	134548	3284
340	+	36117	39401	3284
--------------------------------------------------------------------------------
Block #104
Seq_id	Strand	Start	End	Length
66	+	23165	25327	2162
79	-	39241	37069	2172
83	+	13009	15181	2172
101	-	48507	46335	2172
232	-	48652	46480	2172
255	-	80206	78034	2172
--------------------------------------------------------------------------------
Block #105
Seq_id	Strand	Start	End	Length
66	+	41877	43783	1906
69	+	44277	46183	1906
71	+	41689	43595	1906
72	-	60809	58903	1906
74	-	64420	62514	1906
77	-	28931	27025	1906
81	-	77555	75649	1906
86	-	65756	63850	1906
296	+	40440	42346	1906
--------------------------------------------------------------------------------
Block #106
Seq_id	Strand	Start	End	Length
67	+	15386	17065	1679
106	-	13236	11557	1679
135	-	33017	31340	1677
225	+	3204333	3206028	1695
--------------------------------------------------------------------------------
Block #107
Seq_id	Strand	Start	End	Length
67	+	17716	19451	1735
69	-	25594	23860	1734
71	-	21609	19875	1734
72	+	2872	4607	1735
74	+	4284	6019	1735
77	+	49021	50756	1735
81	+	17812	19547	1735
86	+	4284	6019	1735
106	-	10906	9170	1736
135	-	30689	28954	1735
296	-	17689	15953	1736
--------------------------------------------------------------------------------
Block #108
Seq_id	Strand	Start	End	Length
69	+	17060	18348	1288
71	+	13075	14363	1288
74	-	12819	11531	1288
75	+	74855	76143	1288
77	-	57556	56268	1288
81	-	26347	25059	1288
86	-	12819	11531	1288
168	+	4883718	4885005	1287
296	+	9153	10441	1288
340	-	42112	40824	1288
--------------------------------------------------------------------------------
Block #109
Seq_id	Strand	Start	End	Length
70	+	5823	8443	2620
84	-	21756	19134	2622
--------------------------------------------------------------------------------
Block #110
Seq_id	Strand	Start	End	Length
73	+	29379	30700	1321
234	-	79881	78564	1317
--------------------------------------------------------------------------------
Block #111
Seq_id	Strand	Start	End	Length
74	+	71865	74532	2667
111	-	52666	49998	2668
296	-	32995	30327	2668
--------------------------------------------------------------------------------
Block #112
Seq_id	Strand	Start	End	Length
75	+	66898	67921	1023
168	+	4875761	4876784	1023
--------------------------------------------------------------------------------
Block #113
Seq_id	Strand	Start	End	Length
75	+	68910	73468	4558
168	+	4877773	4882331	4558
--------------------------------------------------------------------------------
Block #114
Seq_id	Strand	Start	End	Length
78	+	1677	3044	1367
82	+	54568	55935	1367
85	+	34321	35688	1367
321	-	148435	147069	1366
--------------------------------------------------------------------------------
Block #115
Seq_id	Strand	Start	End	Length
78	+	54091	55701	1610
82	+	19435	21045	1610
--------------------------------------------------------------------------------
Block #116
Seq_id	Strand	Start	End	Length
78	+	82830	85854	3024
82	+	47662	50686	3024
85	+	1751	4774	3023
196	+	55190	58214	3024
--------------------------------------------------------------------------------
Block #117
Seq_id	Strand	Start	End	Length
79	+	12132	13438	1306
83	-	40337	39031	1306
85	+	87668	88974	1306
92	+	78700	80006	1306
101	+	21398	22704	1306
111	-	73074	71768	1306
232	+	18954	20260	1306
255	+	53089	54395	1306
332	-	41300	39994	1306
--------------------------------------------------------------------------------
Block #118
Seq_id	Strand	Start	End	Length
85	+	83325	84805	1480
92	+	75693	77157	1464
111	-	76082	74617	1465
196	+	25144	26608	1464
332	-	44308	42843	1465
--------------------------------------------------------------------------------
Block #119
Seq_id	Strand	Start	End	Length
86	+	40136	41182	1046
102	-	2886685	2885623	1062
102	+	3626021	3627067	1046
110	+	1433791	1434837	1046
110	-	3892252	3891206	1046
115	+	136008	137069	1061
118	-	2107172	2106125	1047
118	+	2832889	2833935	1046
118	-	2927813	2926767	1046
118	+	4570906	4571949	1043
119	+	3575586	3576632	1046
123	+	173504	174550	1046
123	-	2590313	2589267	1046
123	-	4416365	4415318	1047
124	-	70850	69804	1046
124	+	1007366	1008412	1046
124	-	1256847	1255800	1047
124	+	1814748	1815794	1046
124	+	2245833	2246878	1045
124	-	2340745	2339698	1047
124	+	3670404	3671449	1045
124	-	4079473	4078412	1061
127	-	890827	889780	1047
127	-	1847394	1846347	1047
127	-	4014933	4013887	1046
130	+	1459269	1460314	1045
130	-	1866828	1865767	1061
130	+	4439258	4440304	1046
130	+	4656166	4657212	1046
132	+	446227	447273	1046
132	-	2863244	2862198	1046
132	-	4782766	4781719	1047
134	+	194273	195332	1059
134	-	601834	600788	1046
134	-	2503078	2502031	1047
139	+	550162	551207	1045
139	-	957727	956666	1061
139	-	2972913	2971866	1047
139	+	3530142	3531188	1046
139	+	3747055	3748101	1046
159	-	163660	162614	1046
159	-	2014131	2013084	1047
159	+	2571292	2572338	1046
161	-	1128890	1127844	1046
161	-	2803550	2802503	1047
161	-	2970415	2969368	1047
161	+	3529654	3530700	1046
163	+	826556	827617	1061
163	-	1942456	1941409	1047
163	-	2997320	2996258	1062
163	+	3736640	3737686	1046
168	+	597563	598608	1045
168	-	1831444	1830398	1046
168	-	3505283	3504236	1047
168	-	3672121	3671074	1047
168	+	4243478	4244524	1046
168	-	4492449	4491402	1047
175	-	375716	374669	1047
175	+	934992	936038	1046
181	-	67501	66440	1061
183	-	131797	130750	1047
183	+	689415	690461	1046
183	+	2547322	2548365	1043
184	+	1396176	1397222	1046
184	+	3439148	3440209	1061
184	+	4716919	4717965	1046
185	-	278166	277119	1047
185	+	835284	836330	1046
185	+	1003589	1004635	1046
185	+	2688839	2689884	1045
185	-	2982049	2980988	1061
189	+	1005930	1006992	1062
189	-	1256544	1255497	1047
189	-	2055063	2054017	1046
189	+	3644430	3645475	1045
192	-	124665	123618	1047
192	-	284963	283916	1047
192	+	847670	848716	1046
192	+	2837809	2838870	1061
192	+	2925798	2926859	1061
192	-	3318641	3317595	1046
216	+	478892	479953	1061
216	-	897766	896720	1046
216	-	2449421	2448359	1062
216	-	2591498	2590451	1047
216	-	2770870	2769823	1047
221	+	1099265	1100311	1046
221	-	2025490	2024443	1047
221	-	3264785	3263724	1061
223	-	133771	132710	1061
233	-	963945	962898	1047
233	-	1130812	1129765	1047
233	+	1689065	1690111	1046
233	+	3862537	3863598	1061
233	-	4110050	4109004	1046
235	+	1911544	1912605	1061
235	+	3189240	3190286	1046
235	+	4852020	4853066	1046
239	+	883970	885015	1045
239	+	3863869	3864915	1046
239	+	4030734	4031780	1046
240	+	981309	982355	1046
240	-	1921986	1920939	1047
240	+	2659730	2660776	1046
240	+	4736218	4737279	1061
247	+	697409	698455	1046
247	+	2523449	2524494	1045
256	+	197675	198736	1061
257	-	2191060	2190014	1046
257	-	3914582	3913535	1047
257	-	4107302	4106255	1047
257	+	4665556	4666602	1046
266	-	1166714	1165668	1046
266	-	2892483	2891436	1047
266	+	3433224	3434270	1046
273	-	133774	132713	1061
274	+	184950	186011	1061
282	-	1255147	1254100	1047
282	+	1813410	1814456	1046
282	+	1980865	1981911	1046
282	+	3665596	3666641	1045
283	-	161570	160524	1046
283	+	1750374	1751419	1045
283	-	2011984	2010937	1047
283	+	3753794	3754839	1045
285	-	270444	269382	1062
285	+	828273	829319	1046
285	+	995133	996179	1046
285	+	2656146	2657191	1045
290	-	845978	844931	1047
290	-	1012841	1011794	1047
290	+	1572077	1573123	1046
290	-	3988377	3987331	1046
304	+	141667	142728	1061
316	+	1760356	1761401	1045
316	-	3938742	3937695	1047
316	+	4497984	4499030	1046
--------------------------------------------------------------------------------
Block #120
Seq_id	Strand	Start	End	Length
86	+	77134	79333	2199
232	+	39962	42167	2205
--------------------------------------------------------------------------------
Block #121
Seq_id	Strand	Start	End	Length
88	+	1	7780	7779
89	-	30063	22290	7773
174	+	14856	22561	7705
213	-	33867	26150	7717
222	-	12474	4701	7773
222	-	60159	52386	7773
--------------------------------------------------------------------------------
Block #122
Seq_id	Strand	Start	End	Length
88	+	7781	12453	4672
89	-	22288	17615	4673
174	-	7163	2489	4674
213	-	26148	21475	4673
222	-	4699	26	4673
222	-	52384	47711	4673
--------------------------------------------------------------------------------
Block #123
Seq_id	Strand	Start	End	Length
88	+	12454	14947	2493
89	-	17613	15120	2493
174	-	2487	1	2486
213	-	21473	18977	2496
222	-	47709	45216	2493
--------------------------------------------------------------------------------
Block #124
Seq_id	Strand	Start	End	Length
88	+	17957	21377	3420
89	-	12109	8690	3419
213	-	14966	11541	3425
222	-	42205	38786	3419
--------------------------------------------------------------------------------
Block #125
Seq_id	Strand	Start	End	Length
88	+	21378	24094	2716
89	-	8688	5972	2716
222	-	38784	36068	2716
--------------------------------------------------------------------------------
Block #126
Seq_id	Strand	Start	End	Length
88	+	36933	41886	4953
89	-	40817	35865	4952
222	-	23227	18276	4951
--------------------------------------------------------------------------------
Block #127
Seq_id	Strand	Start	End	Length
88	+	45011	47676	2665
89	-	32740	30075	2665
174	+	12184	14844	2660
213	-	36544	33879	2665
222	-	15151	12486	2665
222	-	62826	60171	2655
--------------------------------------------------------------------------------
Block #128
Seq_id	Strand	Start	End	Length
91	+	1	6403	6402
188	+	741	7143	6402
--------------------------------------------------------------------------------
Block #129
Seq_id	Strand	Start	End	Length
92	+	22378	23536	1158
232	-	57943	56784	1159
321	+	154331	155489	1158
--------------------------------------------------------------------------------
Block #130
Seq_id	Strand	Start	End	Length
95	+	2148	4046	1898
95	+	4715832	4717742	1910
99	+	2223943	2225854	1911
100	+	630322	632231	1909
102	-	2252087	2250176	1911
103	+	2291271	2293179	1908
105	-	579917	578007	1910
108	-	1296316	1294405	1911
110	-	107419	105508	1911
112	+	2561469	2563380	1911
114	+	2902075	2903986	1911
118	+	3433101	3435012	1911
119	+	4154462	4156373	1911
120	+	2695991	2697902	1911
121	-	1075138	1073240	1898
122	-	3836994	3835083	1911
123	-	3677631	3675720	1911
124	+	2583021	2584932	1911
127	-	251376	249465	1911
128	-	2573175	2571264	1911
130	+	372062	373973	1911
132	-	3949130	3947219	1911
134	-	1689053	1687142	1911
137	-	4068958	4067048	1910
139	+	4346182	4348093	1911
140	+	1820652	1822563	1911
141	-	1777327	1775416	1911
144	-	1104031	1102133	1898
145	+	3146565	3148476	1911
148	-	544431	542520	1911
149	-	1535498	1533588	1910
153	-	1229696	1227785	1911
154	-	597846	595936	1910
155	-	1255213	1253302	1911
157	-	4037632	4035721	1911
159	-	1251671	1249760	1911
160	+	2181643	2183553	1910
161	-	2202066	2200155	1911
163	-	2362732	2360821	1911
167	-	2578603	2576693	1910
168	-	2904435	2902524	1911
170	-	3326914	3325016	1898
171	+	2915851	2917761	1910
173	+	2939631	2941542	1911
175	+	1705800	1707711	1911
176	-	1872319	1870408	1911
179	-	1167482	1165571	1911
180	-	1937296	1935385	1911
183	+	1460125	1462036	1911
184	-	5622	3711	1911
185	+	1601569	1603480	1911
189	+	2557795	2559706	1911
192	-	4400811	4398900	1911
199	+	2396088	2397999	1911
200	-	1189788	1187877	1911
205	-	1367256	1365345	1911
207	-	1213014	1211103	1911
211	+	2595459	2597370	1911
214	-	3191496	3189585	1911
216	-	1985884	1983973	1911
217	-	1200756	1198845	1911
218	-	4443647	4441741	1906
219	+	1988302	1990213	1911
220	+	3130353	3132251	1898
221	+	1774103	1776014	1911
225	-	4198335	4196424	1911
227	-	3526455	3524544	1911
230	+	823192	825103	1911
233	-	367488	365577	1911
235	-	3440646	3438735	1911
238	-	3894402	3892491	1911
239	+	4626455	4628366	1911
240	-	1234134	1232223	1911
242	+	1932671	1934582	1911
244	-	1760863	1758957	1906
245	+	1809537	1811448	1911
247	+	1436144	1438055	1911
249	-	1254246	1252335	1911
250	-	377538	375632	1906
252	+	3544370	3546281	1911
253	+	4690350	4692261	1911
257	-	3276791	3274880	1911
258	+	4463832	4465743	1911
260	-	2763971	2762061	1910
261	+	819596	821507	1911
262	+	2775510	2777421	1911
265	-	4680892	4678982	1910
266	-	2207303	2205392	1911
269	+	1224971	1226882	1911
272	+	876202	878108	1906
275	-	1171466	1169555	1911
276	-	1201638	1199727	1911
279	-	872011	870100	1911
282	+	2578758	2580669	1911
283	-	1249584	1247673	1911
285	+	1596292	1598202	1910
287	+	1083337	1085247	1910
288	-	1122385	1120488	1897
289	-	1781083	1779172	1911
290	-	242519	240608	1911
291	-	1215915	1214004	1911
292	-	1509045	1507134	1911
300	+	3014876	3016786	1910
301	-	1236525	1234614	1911
305	+	2987132	2989043	1911
308	-	1270014	1268103	1911
309	-	1536561	1534651	1910
310	-	2574410	2572499	1911
312	-	200853	198942	1911
316	+	687162	689073	1911
319	-	1997598	1995687	1911
320	+	2031666	2033577	1911
323	-	3684444	3682533	1911
324	+	1473637	1475532	1895
326	+	1208071	1209982	1911
327	-	1219060	1217149	1911
328	+	3749284	3751195	1911
329	+	1125135	1127046	1911
330	-	1217285	1215374	1911
331	-	3287550	3285640	1910
335	+	527549	529446	1897
338	+	2120225	2122137	1912
341	+	3771994	3773904	1910
342	-	967075	965177	1898
343	+	746268	748165	1897
344	-	3318852	3316955	1897
--------------------------------------------------------------------------------
Block #131
Seq_id	Strand	Start	End	Length
95	+	5020	7274	2254
95	+	4718722	4720982	2260
99	+	2229402	2231662	2260
100	+	635779	638039	2260
102	-	2249208	2246948	2260
103	+	2296744	2299004	2260
105	-	576399	574140	2259
108	-	1290859	1288599	2260
110	-	104540	102280	2260
112	+	2566928	2569188	2260
114	+	2907534	2909794	2260
118	+	3435980	3438240	2260
119	+	4157341	4159601	2260
120	+	2701450	2703710	2260
121	-	1072260	1070000	2260
122	-	3831535	3829275	2260
123	-	3674752	3672492	2260
124	+	2585900	2588160	2260
127	-	248497	246237	2260
128	-	2567716	2565456	2260
130	+	374941	377201	2260
132	-	3946251	3943991	2260
134	-	1686174	1683914	2260
137	-	4063500	4061240	2260
139	+	4349061	4351321	2260
140	+	2503171	2505431	2260
141	-	1771851	1769591	2260
144	-	1100626	1098391	2235
145	+	3152024	3154284	2260
148	-	538972	536712	2260
149	-	1531981	1529721	2260
153	-	1224220	1221960	2260
154	-	594973	592713	2260
155	-	1249754	1247494	2260
157	-	4034113	4031853	2260
159	-	1248792	1246532	2260
160	+	2185161	2187421	2260
161	-	2199187	2196927	2260
163	-	2359853	2357593	2260
167	-	2573156	2570896	2260
168	-	2901556	2899296	2260
170	-	3324036	3321776	2260
171	+	2918723	2920983	2260
173	+	2945090	2947350	2260
175	+	1708679	1710939	2260
176	-	1868800	1866548	2252
179	+	1876737	1878997	2260
180	-	1931821	1929561	2260
183	+	1463004	1465264	2260
184	-	2743	483	2260
185	+	1604448	1606708	2260
189	+	2560674	2562934	2260
192	-	4397932	4395672	2260
199	+	2401564	2403824	2260
200	-	1184329	1182069	2260
205	-	1361797	1359537	2260
207	-	1207554	1205294	2260
211	+	2600349	2602572	2223
214	-	3186037	3183777	2260
216	-	1983005	1980745	2260
217	-	470027	467767	2260
218	-	4439862	4437604	2258
219	+	1993777	1996036	2259
220	+	3133231	3135491	2260
221	+	1776982	1779242	2260
225	-	4192876	4190616	2260
227	-	3520996	3518736	2260
230	+	826066	828265	2199
233	-	364609	362349	2260
235	-	3437767	3435507	2260
238	-	3889547	3887287	2260
239	+	4629334	4631594	2260
240	-	1231255	1228995	2260
242	+	1938147	1940407	2260
244	-	1756641	1754381	2260
245	+	1813048	1815307	2259
247	+	1439023	1441283	2260
249	-	1248787	1246527	2260
250	-	374670	372411	2259
252	+	3547889	3550149	2260
253	+	4693869	4696121	2252
257	-	3273912	3271652	2260
258	+	543732	545992	2260
260	-	2760453	2758201	2252
261	+	823115	825375	2260
262	+	2780969	2783229	2260
265	-	4677374	4675114	2260
266	-	2204424	2202164	2260
269	+	1910827	1913087	2260
272	+	879070	881330	2260
275	-	1166011	1163751	2260
276	-	1196179	1193919	2260
279	-	868492	866232	2260
282	+	2581637	2583897	2260
283	-	1246705	1244445	2260
285	+	1599170	1601429	2259
287	+	1088795	1091055	2260
288	-	1118550	1116290	2260
289	-	1777564	1775304	2260
290	-	239640	237380	2260
291	-	1210460	1208200	2260
292	-	1503586	1501326	2260
300	+	3017748	3020007	2259
301	-	1231066	1228806	2260
305	+	2992608	2994868	2260
308	-	1264555	1262295	2260
309	-	1531103	1528843	2260
310	-	2571531	2569271	2260
312	-	197334	195074	2260
316	+	690041	692301	2260
319	-	1994724	1992464	2260
320	+	2037125	2039385	2260
323	-	3680925	3678665	2260
324	+	1476512	1478771	2259
326	+	1213530	1215790	2260
327	-	1213601	1211341	2260
328	+	3754743	3757003	2260
329	+	1130590	1132850	2260
330	-	1213766	1211506	2260
331	-	2734661	2732401	2260
335	+	531200	533460	2260
338	+	2125667	2127927	2260
341	+	3775785	3778045	2260
342	-	964197	961938	2259
343	+	749145	751405	2260
344	-	3315201	3312941	2260
--------------------------------------------------------------------------------
Block #132
Seq_id	Strand	Start	End	Length
95	+	10054	11759	1705
95	+	4723764	4725469	1705
99	+	2234444	2236149	1705
100	+	640821	642526	1705
103	+	2302497	2304202	1705
108	-	1285817	1284112	1705
112	+	2571970	2573675	1705
114	+	2912576	2914281	1705
120	+	2706492	2708197	1705
122	-	3826493	3824788	1705
128	-	2562674	2560969	1705
137	-	4058458	4056753	1705
141	-	1766809	1765104	1705
145	+	3157066	3158771	1705
148	-	533930	532225	1705
153	-	1219178	1217473	1705
154	-	586926	585223	1703
155	-	1244712	1243007	1705
167	-	2568113	2566408	1705
171	+	2926595	2928298	1703
173	+	2950132	2951837	1705
180	-	1926779	1925074	1705
199	+	2406606	2408311	1705
200	-	1179287	1177582	1705
205	-	1356755	1355050	1705
207	-	1202512	1200807	1705
214	-	3180995	3179290	1705
218	-	4431817	4430117	1700
219	+	1998818	2000523	1705
225	-	4187834	4186129	1705
227	-	3515954	3514249	1705
242	+	1943189	1944894	1705
245	+	1818089	1819794	1705
249	-	1243745	1242040	1705
250	-	366648	364944	1704
262	+	2786011	2787716	1705
272	+	887099	888800	1701
275	-	1160969	1159264	1705
276	-	1191137	1189432	1705
287	+	1093837	1095542	1705
291	-	1205418	1203713	1705
292	-	1498544	1496839	1705
300	+	3025611	3027314	1703
301	-	1226024	1224319	1705
305	+	2997650	2999355	1705
308	-	1259513	1257808	1705
309	-	1526061	1524357	1704
320	+	2042167	2043872	1705
326	+	1218572	1220277	1705
327	-	1208559	1206854	1705
328	+	3759785	3761490	1705
329	+	1135632	1137337	1705
338	+	2130709	2132414	1705
341	+	3783832	3785535	1703
--------------------------------------------------------------------------------
Block #133
Seq_id	Strand	Start	End	Length
95	+	19973	21222	1249
95	+	4733683	4734932	1249
--------------------------------------------------------------------------------
Block #134
Seq_id	Strand	Start	End	Length
95	+	24074	29092	5018
95	+	4737784	4742801	5017
114	+	3788490	3793507	5017
145	+	4074072	4079090	5018
153	-	273510	268493	5017
199	+	3374284	3379302	5018
217	+	1505045	1510078	5033
219	+	2946578	2951596	5018
242	-	306724	301691	5033
328	-	22999	17983	5016
--------------------------------------------------------------------------------
Block #135
Seq_id	Strand	Start	End	Length
95	+	29093	31466	2373
95	+	4742802	4745175	2373
145	+	4079091	4081464	2373
153	-	268491	266118	2373
199	+	3379303	3381676	2373
217	+	1510079	1512452	2373
219	+	2951597	2953970	2373
242	-	301689	299316	2373
328	-	17981	15608	2373
--------------------------------------------------------------------------------
Block #136
Seq_id	Strand	Start	End	Length
95	+	31468	36066	4598
95	+	4745177	4749775	4598
114	+	3795967	3800574	4607
145	+	4081466	4086065	4599
153	-	266117	261518	4599
199	+	3381678	3386277	4599
217	+	1512454	1517052	4598
219	+	2953972	2958571	4599
242	-	299315	294719	4596
328	-	15607	11009	4598
--------------------------------------------------------------------------------
Block #137
Seq_id	Strand	Start	End	Length
95	+	37397	38627	1230
95	+	4751106	4752336	1230
102	+	3983269	3984498	1229
110	+	1831564	1832793	1229
114	+	3801905	3803135	1230
118	-	1745724	1744495	1229
119	-	2508471	2507242	1229
123	+	533367	534596	1229
124	-	897080	895851	1229
127	+	1957928	1959157	1229
130	-	3522135	3520906	1229
132	+	806236	807465	1229
134	+	3420311	3421540	1229
139	-	2613026	2611797	1229
145	+	4087396	4088626	1230
153	-	260187	258957	1230
159	+	2931305	2932534	1229
161	+	3888545	3889774	1229
163	+	4093881	4095110	1229
168	+	4598510	4599739	1229
175	-	16721	15492	1229
180	-	2655829	2654599	1230
183	-	4607192	4605963	1229
184	+	1809174	1810403	1229
185	-	4797097	4795868	1229
189	-	895445	894216	1229
192	+	1204352	1205581	1229
199	+	3387608	3388839	1231
216	+	3691800	3693029	1229
219	+	2959902	2961132	1230
221	-	4973599	4972372	1227
233	+	2049071	2050300	1229
235	+	221569	222798	1229
239	-	2945409	2944180	1229
240	+	3060398	3061627	1229
242	-	293388	292158	1230
242	+	939864	941094	1230
247	-	4580445	4579216	1229
257	+	132011	133240	1229
266	+	3792209	3793438	1229
282	-	895130	893901	1229
283	+	2929094	2930323	1229
285	-	4716417	4715188	1229
290	+	1931055	1932284	1229
305	-	2163310	2162080	1230
310	+	4263656	4264885	1229
316	-	3579852	3578623	1229
328	-	9678	8448	1230
--------------------------------------------------------------------------------
Block #138
Seq_id	Strand	Start	End	Length
95	+	39159	41036	1877
95	+	4752867	4754744	1877
102	+	3985030	3986907	1877
110	+	1833325	1835202	1877
114	+	3803667	3805544	1877
118	-	1743963	1742086	1877
119	-	2506710	2504833	1877
123	+	535128	537005	1877
124	-	895319	893442	1877
127	+	1959689	1961566	1877
130	-	3520374	3518497	1877
132	+	807997	809874	1877
134	+	3422072	3423949	1877
139	-	2611265	2609388	1877
145	+	4089158	4091035	1877
159	+	2933066	2934943	1877
161	+	3890306	3892183	1877
163	+	4095642	4097518	1876
168	+	4600271	4602148	1877
175	-	14960	13083	1877
183	-	4605431	4603554	1877
184	+	1810935	1812811	1876
185	-	4795336	4793459	1877
189	-	893684	891807	1877
192	+	1206113	1207990	1877
216	+	3693561	3695438	1877
221	-	4971840	4969963	1877
233	+	2050831	2052708	1877
235	+	223330	225207	1877
239	-	2943648	2941771	1877
240	+	3062159	3064036	1877
242	-	291626	289749	1877
247	-	4578684	4576807	1877
257	+	133772	135649	1877
266	+	3793970	3795847	1877
282	-	893369	891492	1877
283	+	2930855	2932732	1877
285	-	4714656	4712779	1877
290	+	1932816	1934693	1877
310	+	4265417	4267294	1877
316	-	3578091	3576214	1877
328	-	7916	6043	1873
--------------------------------------------------------------------------------
Block #139
Seq_id	Strand	Start	End	Length
95	+	41146	46336	5190
95	+	4754854	4760025	5171
--------------------------------------------------------------------------------
Block #140
Seq_id	Strand	Start	End	Length
95	+	51150	52217	1067
245	+	4276245	4277312	1067
